Gene_ID	1021_a	1021_b	1021_c
SMc01930	505.7838304	488.7154908	520.9826961
SMc01931	543.67643	428.7130551	506.6812103
SMc01932	701.836846	734.8124372	680.342109
SMc01933	555.2089604	467.8450783	447.4321978
SMc01934	4031.443104	3870.591903	3777.635314
SMc01935	2000.070261	1940.078754	1883.709984
SMc01376	644.1741944	816.5548858	831.5292444
SMc01375	2825.469932	2798.374465	2574.26744
SMc01374	881.4148184	800.032476	721.203497
SMc01373	306.435806	293.9249749	301.352736
SMc01372	233.9456153	241.7489438	199.1992662
SMc01371	477.7762567	419.1474494	364.6878873
SMc01370	1326.240988	1394.83923	1088.955988
SMc01369	466.2437264	483.4978877	363.6663526
SMc01368	444.82617	438.2786608	462.7552183
SMc01367	715.0168807	540.0219213	691.5789907
SMc01366	1062.640295	826.990092	1364.770357
SMc01365	2598.114334	2481.839877	2835.780322
SMc01364	2332.866136	2345.312595	2431.252582
SMc01363	364.0984577	464.3666763	502.5950715
SMc01362	415.171092	476.5410835	371.8386302
SMc01361	983.560087	1221.788727	1142.075793
SMc01360	602.986586	625.242772	652.7606722
SMc01359	2089.035495	2248.786938	2228.988712
SMc01358	270.1907107	266.0977583	271.7282297
SMc01357	146.6278857	192.1817143	111.3472821
SMc01356	387.1635184	414.7994468	364.6878873
SMc01355	401.9910574	348.7098075	415.7646222
SMc01354	555.2089604	562.6315347	578.1886392
SMc01353	332.7958753	372.1890214	363.6663526
SMc01352	2548.689204	2768.808047	2952.235278
SMc01351	179.5779723	179.1377066	170.5962946
SMc01350	2430.068892	2590.539941	2450.661741
SMc01349	550.2664474	640.8955813	622.1146312
SMc01348	957.2000177	1079.174242	1222.777034
SMc01347	630.9941597	563.5011353	545.4995289
SMc01346	820.457158	832.2076951	703.8374071
SMc01345	6397.259327	6581.136715	6514.326771
SMc01344	2739.799706	2794.026462	2834.758788
SMc01343	1561.834108	1406.144037	1385.201051
SMc01342	1342.716032	1311.35758	1304.49981
SMc01341	60.95766034	58.26323466	70.48589418
SMc01340	388.8110227	461.7578747	470.9274959
SMc01339	0	0	0
SMc01338	0	0	0
SMc01337	118.620312	101.7432605	100.1104004
SMc01336	12132.22191	11436.986	11471.83466
SMc01335	1510.761474	1455.711266	1485.311451
SMc01334	2093.978008	2551.407918	2144.201332
SMc01333	1370.723605	1464.407271	1520.043631
SMc01332	202.643033	220.0089309	150.1656006
SMc01331	270.1907107	289.5769723	260.4913481
SMc01377	32.95008667	26.95761604	25.53836746
SMc04435	107.0877817	104.3520621	72.52896358
SMc01330	108.735286	120.0048714	137.9071843
SMc01329	67.54767767	61.74163673	58.2274778
SMc01328	125.2103293	155.6584926	211.4576825
SMc01327	598.044073	588.7195503	638.4591864
SMc01378	225.7080937	217.4001293	214.5222866
SMc01379	344.3284057	282.6201681	256.4052093
SMc01326	1176.318094	1360.055209	1078.740641
NP_385445.1	1176.318094	1360.055209	1078.740641
SMc01325	56.01514734	69.56804139	57.2059431
SMc01324	1031.337713	871.3397184	843.7876608
SMc01381	181.2254767	149.571289	167.5316905
SMc01323	668.8867594	774.814061	659.9114151
SMc01322	2275.203484	2335.74699	2170.761234
SMc01321	6059.520938	6349.822978	5352.841819
SMc01320	8023.346104	9490.820046	8032.327332
SMc01319	16208.14763	17068.51895	14934.83729
SMc01318	12847.23879	12566.59708	10741.43735
SMc01317	29554.58024	31031.69446	26250.37714
SMc01316	35941.95454	36257.99357	32138.50314
SMc01315	316.320832	331.3177971	301.352736
SMc01314	3795.849984	4308.870564	3295.470937
NP_385457.1	3795.849984	4308.870564	3295.470937
SMc01313	5412.051735	6141.988454	4788.954665
SMc01312	30803.38852	32963.07721	26020.53183
NP_385459.1	30803.38852	32963.07721	26020.53183
SMc01311	1360.838579	1332.227993	1000.08247
NP_385460.1	1360.838579	1332.227993	1000.08247
SMc01310	5545.499586	5652.403363	4692.930404
SMc01309	11143.71931	11592.6445	9087.572676
NP_385462.1	11143.71931	11592.6445	9087.572676
SMc01308	10611.57541	11469.16122	9073.27119
SMc01307	6237.451406	6206.338892	4526.420248
SMc01306	14904.9717	16562.41145	13601.73451
SMc01305	6618.024907	6208.947694	5040.252201
SMc01304	9034.913764	8751.659607	7206.927296
NP_385467.1	9034.913764	8751.659607	7206.927296
SMc01303	13437.04534	13641.42332	11122.46979
SMc01302	10221.11688	10256.9381	9310.26724
SMc01301	6290.171545	5987.199562	4920.732641
SMc01300	5751.437628	5531.528891	4525.398713
SMc01299	7464.842135	7624.657336	5995.387144
SMc01298	5703.660002	5471.526455	4122.914042
SMc01297	10114.0291	10031.71157	7651.29489
