gene	Plus_NusA_1	Plus_NusA_2	Plus_NusA_3	Plus_NusA_4	Plus_NusA_5	Plus_NusA_6
BSU33240	106	73	105	90	121	106
BSU33250	47	59	39	39	27	35
BSU33260	4019	2999	3287	3240	3569	3009
BSU33270	1359	980	1253	1045	1143	708
BSU33280	2258	1409	1703	1724	1747	1173
BSU33290	6196	4112	4549	5128	5181	4132
BSU33300	5219	3982	4887	3756	3472	2978
BSU33310	4431	3444	4259	3322	2900	2329
BSU33320	17195	12211	12463	14232	14804	12169
BSU33330	367	293	436	167	194	159
BSU_misc_RNA_54	547	1014	966	736	377	715
BSU33340	10	6	13	20	16	30
BSU33350	195	141	204	152	150	156
BSU33360	1484	999	1061	1171	1176	1066
BSU33370	1782	1912	2341	2306	2003	2391
BSU33380	320	257	302	381	366	312
BSU33390	430	320	387	459	454	350
BSU33400	2239	1344	1432	2179	2343	2135
BSU33410	26	28	12	24	41	58
BSU33420	1391	1099	1260	1024	1046	925
BSU33430	7154	5217	6661	5079	5057	4044
BSU33440	4651	3604	4963	3155	2644	2249
BSU33450	1184	792	932	879	880	763
BSU33460	761	710	705	754	640	650
BSU33470	897	756	805	927	859	869
BSU33480	1400	786	1011	1506	1435	1382
BSU33490	230	223	211	237	194	249
BSU33500	855	697	650	766	699	569
BSU33510	193	184	208	246	205	252
BSU33520	185	129	83	167	172	178
BSU33530	1281	971	809	1448	1426	1694
BSU33540	428	187	163	322	472	324
BSU33550	247	47	69	68	95	39
BSU33560	4608	256	377	209	2116	200
BSU33570	4327	171	345	150	2037	186
BSU33580	5883	317	477	266	2560	189
BSU33590	404	332	256	359	349	312
BSU_misc_RNA_55	263107	594628	485003	313587	289040	342604
BSU33600	1603	1334	1456	1257	1032	875
BSU33610	3668	2661	3238	2899	2864	2260
BSU33620	834	502	702	577	520	445
BSU33630	3829	2600	3301	5399	4123	6156
BSU33640	119	111	90	109	85	82
BSU33650	7	6	16	22	6	15
BSU33660	451	311	286	420	386	298
BSU33670	468	364	378	408	360	341
BSU33680	656	529	451	636	685	626
BSU33690	2389	1504	1878	2460	2281	2230
BSU33700	413	356	359	423	425	349
BSU33710	617	393	457	421	478	430
BSU33720	318	255	298	280	242	193
BSU33730	730	410	574	446	405	299
BSU33740	867	536	616	679	687	570
BSU33750	2889	673	1150	1513	3342	2162
BSU33760	4197	1028	1864	1299	3776	1510
BSU33770	25178	5659	8280	11737	28190	19364
BSU33780	603	162	208	263	807	535
BSU33790	139	54	60	89	248	201
BSU33800	2459	1761	2135	2428	2521	2197
BSU33810	2507	1967	2165	2304	2340	1682
BSU33820	1669	1166	1232	1418	1424	1127
BSU33830	2603	1842	1834	2382	2144	1679
BSU33840	660	452	536	565	554	435
BSU33850	441	345	311	396	367	245
BSU33860	890	426	476	665	853	727
BSU33870	1528	754	1103	1280	1421	1370
BSU33880	4839	2926	3704	4227	4263	3654
BSU33890	477	252	358	463	455	412
BSU33900	27801	19751	23075	22565	27737	22633
BSU33910	28577	18805	22777	23121	26814	20008
BSU33920	10406	7137	8113	8615	10153	7521
BSU33930	18958	13592	15348	16587	20000	15520
BSU33940	51918	33193	35206	48642	59104	51546
BSU33950	9936	8971	10098	15680	14869	13462
BSU33960	41	47	80	54	46	71
BSU33970	759	597	556	674	660	525
BSU33980	750	569	600	626	466	431
BSU33990	144	101	136	120	105	92
BSU34000	392	348	798	845	648	610
BSU34010	2266	1842	1966	1976	1990	1695
BSU_misc_RNA_56	2125	1779	2195	2063	1485	1699
BSU34020	4767	3299	3270	4001	4296	3696
BSU34030	7239	6443	5678	7375	6647	5272
BSU34040	8755	6829	6859	8325	7496	5220
BSU34050	3637	2779	3013	3557	3096	2415
BSU34060	366	255	290	291	286	207
BSU34070	498	348	496	535	438	352
BSU34080	27	30	45	37	26	42
BSU34090	42	34	34	43	38	35
BSU34100	777	566	594	594	549	358
BSU34110	1148	674	910	899	849	565
BSU34120	45	28	49	33	14	40
BSU34130	147	132	120	134	111	111
BSU34140	54	57	61	54	57	49
BSU34150	59	88	128	86	94	72
BSU34160	112	118	108	82	92	68
BSU34170	209	148	209	174	187	139
BSU34180	865	576	654	648	604	527
BSU34190	6496	4638	5191	5446	5009	4461
BSU34200	1776	1316	1596	1819	1663	1610
BSU34210	457	301	236	442	572	531
BSU34220	338	213	305	239	240	176
BSU34230	219	153	178	165	147	122
BSU34240	86	55	89	94	65	68
BSU34250	59	42	96	65	73	52
BSU34265	133	74	135	102	117	96
BSU34280	105	91	113	82	99	122
BSU34290	319	866	1613	825	449	1070
BSU34300	47	63	78	76	46	65
BSU34310	81	82	111	96	84	72
BSU34320	129	123	143	127	122	81
BSU34330	183	102	153	136	109	116
BSU34340	340	306	336	264	265	216
BSU34350	470	407	420	466	466	379
BSU34360	125	116	183	121	84	75
BSU34370	148	83	145	110	80	71
BSU34380	19	7	15	33	12	14
BSU34390	1800	1432	1409	1475	1364	1075
BSU34400	42	22	34	37	41	40
BSU34410	22	7	10	25	22	9
BSU34420	11	9	6	6	10	7
BSU34430	1981	1173	1207	1603	1622	1410
BSU34440	3102	2235	2542	2472	2591	2018
BSU34450	279	131	181	165	229	184
BSU34460	47	51	46	49	53	55
BSU34470	55	59	36	44	57	40
BSU34480	669	338	335	471	580	544
BSU34490	15	19	8	19	24	22
BSU34500	13	24	33	24	32	30
BSU34510	21	33	15	25	24	24
BSU34520	196	129	153	78	131	109
BSU34530	91	97	90	53	45	48
BSU_tRNA_81	1204	1984	3080	2205	1086	2063
BSU34540	7389	5471	4223	7742	8259	7844
BSU34550	98	68	69	88	109	91
BSU34560	125	99	126	111	121	114
BSU34570	148	119	148	131	105	124
BSU34580	25	36	46	31	34	36
BSU34590	25	31	39	43	16	31
BSU34600	57	34	41	34	38	40
BSU34610	89	181	294	159	108	219
BSU34620	64	48	69	68	56	79
BSU34630	14	25	19	29	17	25
BSU34640	1919	1271	1460	1850	2064	1724
BSU34650	541	365	278	608	474	476
BSU34660	436	308	285	352	415	295
BSU34670	76	62	77	89	67	64
BSU34680	1753	1151	1006	1484	1394	1118
BSU34690	1776	1129	1328	1225	1558	1151
BSU34700	1029	620	729	745	855	571
BSU34710	1139	812	892	916	997	797
BSU34720	838	782	1075	858	864	880
BSU34729	102	46	29	185	175	209
BSU34730	2031	1472	1701	1513	1658	1517
BSU34740	908	634	741	677	717	523
BSU34750	2335	1386	2004	1861	1977	1512
BSU34760	2516	1626	1957	1849	1994	1583
BSU34770	1529	1132	1346	1386	1335	1150
BSU34780	885	509	647	750	655	531
BSU34790	2204	1456	1883	1481	1715	1252
BSU34800	16429	8295	10053	10298	10927	8394
BSU34810	2464	1735	2099	1751	1662	1305
BSU34820	1440	1088	1305	1186	1230	952
BSU34830	897	514	781	612	935	833
BSU34840	3025	1514	1794	1951	2852	2384
BSU34850	461	215	300	308	483	409
BSU34860	268	237	239	210	153	203
BSU34870	257	261	272	171	194	184
BSU34880	218	205	284	168	174	125
BSU34890	159	148	177	127	101	77
BSU34900	153	100	133	115	103	90
BSU34910	287	206	273	199	185	161
BSU34920	162	99	118	101	80	75
BSU34930	236	207	249	125	84	115
BSU34940	309	185	257	316	296	241
BSU34950	340	258	196	332	329	270
BSU34960	1843	1610	1560	1528	1505	1188
BSU34970	2028	1463	1462	1583	1722	1343
BSU34980	2496	1819	2373	2081	1995	1606
BSU34990	1733	1132	1582	1663	1514	1165
BSU35000	1894	1320	1421	1645	1588	1167
BSU35010	974	664	709	927	1031	800
BSU35020	642	462	412	558	582	471
BSU35030	477	283	334	486	441	396
BSU35040	529	421	518	455	414	374
BSU35050	342	133	230	274	413	415
BSU35060	1717	1178	1234	1553	1572	1736
BSU35070	605	442	470	430	583	379
BSU35080	88	55	56	75	100	84
BSU35090	479	322	413	402	400	367
BSU35100	1712	1033	1369	1369	1670	1471
BSU35110	904	571	692	578	847	679
BSU35120	5890	3486	4684	4715	5505	4059
BSU35130	919	433	669	566	923	608
BSU35140	71	26	52	69	74	70
BSU35150	81	47	44	59	77	53
BSU35160	5117	3799	4172	4062	4030	3190
BSU35170	1997	1402	1440	1662	1556	1270
BSU35180	120	65	111	142	202	218
BSU35190	388	226	385	318	303	272
BSU35200	181	126	117	125	135	132
BSU35210	409	312	388	287	280	276
BSU35220	4462	3618	3772	4161	3981	3925
BSU35240	89	66	43	68	70	64
BSU35250	4477	3535	4145	2588	2959	2616
BSU35260	2921	1935	2571	1615	1455	1261
BSU35270	887	613	539	1058	897	867
BSU35280	152	123	141	154	157	155
BSU35290	7004	4752	5266	5177	6004	4498
BSU35300	15021	10845	12688	11511	12611	9425
BSU35310	8671	7719	6856	14266	14277	15926
BSU35319	2393	1089	1334	1845	3319	2537
BSU35320	4077	2673	2959	3628	4432	3634
BSU35330	3401	1790	2389	3167	3510	3078
BSU35340	12493	6890	8806	10731	13526	11246
BSU35350	1557	784	994	1442	1516	1748
BSU35360	350150	223430	202758	323621	447181	409100
BSU35370	478	273	312	382	440	417
BSU35380	810	345	345	699	950	770
BSU35390	1172	695	749	886	908	759
BSU35400	13412	7172	8194	11354	14879	13115
BSU35410	17903	10497	13009	16267	17935	15207
BSU35420	5564	2996	3698	4804	6209	5752
BSU35430	2574	999	1286	2435	3379	3429
BSU35440	3062	1484	1840	2331	2911	2669
BSU35450	869	435	691	529	689	554
BSU35460	328	191	186	160	301	191
BSU35470	1219	618	781	737	1401	956
BSU35480	1541	1083	1182	1310	1265	1064
BSU35490	2851	1896	2460	2383	2580	2473
BSU35500	1831	1135	1725	1403	1602	1201
BSU35510	1130	576	929	789	779	633
BSU35520	2653	1452	1694	1898	2058	1815
BSU35530	4529	2526	3346	3092	4297	3417
BSU35540	268	541	973	540	332	628
BSU35550	82	70	69	68	75	49
BSU35560	88	125	160	141	82	131
BSU35570	119	98	96	111	139	117
BSU35580	152	187	307	220	178	252
BSU35590	74	74	109	89	64	66
BSU35600	79	62	105	71	82	65
BSU35620	13459	7845	9619	11674	13999	12037
BSU35630	13552	7131	9526	11961	14238	12083
BSU35640	1563	750	822	1477	1726	1990
BSU35650	4770	3020	3274	4290	4402	3369
BSU35660	1131	941	887	1029	926	837
BSU35670	9379	6872	7118	9379	8652	8398
BSU35680	2681	1254	1996	1506	3369	2034
BSU35690	593	190	334	262	725	401
BSU35700	3832	2229	2935	2474	3829	2722
BSU35710	1115	611	1008	567	975	558
BSU35720	4190	1830	2767	2705	4777	3680
BSU35730	2761	1031	1943	1313	2292	1766
BSU35740	3162	1230	1818	2480	3877	3612
BSU35750	4285	1752	2230	2053	2644	2241
BSU35760	1187	516	751	500	892	505
BSU35770	214	98	177	152	219	258
BSU35780	8349	5452	5462	8259	8108	7627
BSU35790	934	769	772	754	725	690
BSU35800	57	69	61	60	50	53
BSU35810	32	47	39	46	40	59
BSU35820	84	58	81	102	72	103
BSU35830	31	43	64	47	58	147
BSU35840	2057	1269	1573	1586	1798	1454
BSU35850	1329	979	790	1254	1335	1077
BSU35860	10502	7266	5995	10894	9942	8716
BSU35870	16	15	14	19	15	28
BSU35880	56	46	65	43	63	35
BSU35890	48	16	20	36	33	34
BSU35900	142	211	254	150	120	180
BSU35910	887	938	912	796	716	667
BSU35920	836	858	741	651	622	530
BSU35930	202	164	150	118	158	103
BSU35940	439	469	419	344	347	356
BSU35950	360	292	302	307	317	261
BSU35960	433	366	383	348	322	323
BSU35970	270	170	183	176	290	434
BSU35980	99	78	65	89	156	115
BSU35990	1569	1288	911	1790	1395	1327
BSU36000	539	406	386	530	570	575
BSU36010	830	866	1085	1004	824	896
BSU36020	270	154	178	366	380	365
BSU36030	71	36	57	41	50	41
BSU36040	24	12	21	23	18	24
BSU36050	47	29	58	36	38	53
BSU36060	15	19	33	18	16	25
BSU36070	2	7	15	7	5	10
BSU36080	375	347	282	388	429	409
BSU36090	114	33	75	91	109	77
BSU36100	279	224	305	234	186	169
BSU36110	157	145	156	118	142	112
BSU36120	219	142	178	140	202	135
BSU36130	193	181	180	177	161	135
BSU36140	46	33	13	45	32	28
BSU36150	97	62	41	56	55	72
BSU36160	125	88	142	92	127	94
BSU36170	619	531	628	599	485	578
BSU36180	332	119	220	184	304	198
BSU36190	940	552	673	627	732	712
BSU36200	132	77	101	74	102	102
BSU36210	193	91	170	127	157	166
BSU36220	1128	704	872	995	1080	727
BSU36230	951	806	766	729	667	508
BSU36240	246	157	207	109	170	121
BSU36250	981	701	724	768	707	605
BSU36260	884	485	671	593	555	493
BSU36269	212	82	104	215	243	260
BSU36270	880	554	682	488	455	394
BSU36280	2960	2247	2250	2287	2132	1660
BSU36290	1925	1518	1519	1307	1282	1138
BSU36300	1039	633	782	509	560	348
BSU36310	2782	1937	1328	2030	3539	2627
BSU36320	96	35	36	83	147	144
BSU36330	1858	1107	1215	1596	1477	1453
BSU36340	57	31	29	25	37	26
BSU36350	158	100	144	96	76	116
BSU36360	419	289	352	362	404	400
BSU36370	1200	1033	1110	1280	1070	1080
BSU36380	847	386	514	640	823	789
BSU36390	5805	3951	3653	6058	5183	5109
BSU36400	4660	2896	3453	4711	4170	3949
BSU36410	8904	6329	6684	5746	5406	4417
BSU36420	4	7	15	6	23	14
BSU36430	2	3	3	2	5	5
BSU36440	250	155	200	111	132	109
BSU36450	537	419	419	363	389	345
BSU36460	1855	1244	1295	1850	1560	1444
BSU36470	32	24	45	41	22	45
BSU36480	348	246	429	249	289	249
BSU36490	174	142	168	154	141	137
BSU36500	88	52	86	90	56	62
BSU36510	196	203	200	204	159	172
BSU36520	214	156	157	198	251	216
BSU36530	514	363	258	432	294	344
BSU36540	54	74	119	77	61	93
BSU36550	268	183	207	238	206	208
BSU36560	615	464	531	600	533	459
BSU36570	961	911	806	1030	839	1073
BSU36580	172	87	96	208	201	185
BSU36590	2117	1429	1894	1623	1997	1630
BSU36600	193	155	114	180	198	189
BSU36610	511	241	259	411	482	515
BSU36620	150	127	133	178	151	123
BSU36630	784	650	567	835	812	831
BSU36640	317	302	255	265	264	240
BSU36650	36	28	73	44	34	36
BSU36660	26	27	20	28	21	28
BSU36670	2	3	1	5	16	18
BSU36680	17	13	11	29	12	16
BSU36690	2724	1403	1780	2155	2365	1871
BSU36700	1229	923	951	1174	982	961
BSU36710	668	472	523	484	405	368
BSU36720	4	5	11	5	7	28
BSU36730	116	94	88	88	92	61
BSU36740	29	28	37	32	33	29
BSU36750	97	85	116	107	73	60
BSU36760	9669	6693	7836	7315	7201	5860
BSU36770	1739	876	1303	1659	1694	1506
BSU36780	275	237	313	517	361	423
BSU36790	139	63	90	143	140	140
BSU36800	6833	5833	5761	6430	6254	5267
BSU36810	23368	18785	19715	19854	20826	15553
BSU36820	11219	7773	9383	9159	10724	7697
BSU36830	22291	17472	19573	19112	19832	15048
BSU36840	6880	4369	5325	5414	5880	4336
BSU36850	7053	4404	5316	5265	6151	4533
BSU36860	3102	2097	2652	2865	3291	2829
BSU36870	13090	9845	12172	13972	14749	13473
BSU36880	2163	1158	1959	1872	2629	2309
BSU36890	4665	3337	3346	4122	3946	3256
BSU36900	18214	13542	15359	14930	14294	11680
BSU36910	2048	1760	1652	1793	1701	1423
BSU36920	1620	1385	1465	1541	1438	1034
BSU36930	417	284	321	269	314	222
BSU36940	148	148	163	113	95	103
BSU36950	1098	948	835	935	869	673
BSU36960	12	10	31	15	15	24
BSU36970	23	34	23	28	30	26
BSU36980	182	25	84	126	262	193
BSU36990	298	182	160	221	188	178
BSU37000	1048	814	936	709	694	504
BSU37010	8538	5817	6195	6703	6634	5778
BSU37020	231	160	192	248	251	187
BSU37030	451	274	342	455	364	330
BSU37040	73	68	74	68	101	75
BSU37050	158	113	143	85	183	149
BSU37060	848	651	544	545	542	440
BSU37070	45871	30749	34612	50095	56500	69448
BSU37080	5730	3994	4824	4487	4820	3648
BSU37090	6254	4745	4878	4830	4944	3736
BSU37100	7370	4935	5320	5112	5198	3761
BSU37110	11522	7408	8965	10376	10800	8806
BSU37120	36918	24352	24859	32009	37634	31004
BSU37130	418	317	439	490	413	357
BSU37140	786	560	611	939	854	825
BSU37150	5420	4205	4689	3820	4315	3232
BSU37160	3833	2591	2681	2899	3519	2853
BSU37170	148	153	141	162	135	155
BSU37180	173	188	235	135	196	154
BSU37190	18	37	19	22	23	24
BSU37200	48	59	93	52	31	69
BSU37210	17	17	31	13	65	233
BSU37220	3790	2856	2943	3160	3242	2711
BSU37230	7501	5200	6166	5790	5794	4367
BSU37240	90	79	100	88	277	618
BSU37250	13	19	25	23	14	15
BSU37260	26	10	15	16	15	24
BSU37270	56	52	58	39	35	49
BSU37280	48	80	119	73	48	86
BSU37290	8	5	10	8	2	10
BSU37300	73	62	59	89	76	76
BSU37310	94	76	105	241	158	236
BSU37320	64	72	40	60	45	64
BSU37330	7867	5971	6339	6542	6177	4782
BSU37340	1342	918	1179	940	937	824
BSU37350	44	18	49	178	80	140
BSU37360	17	13	16	43	17	53
BSU37370	1995	1445	1603	2097	1927	1541
BSU37380	142	95	128	117	219	138
BSU37390	745	483	611	555	603	477
BSU37400	769	581	627	624	614	497
BSU37410	296	281	223	294	264	265
BSU37420	255	183	237	209	224	189
BSU37430	89	52	70	81	74	74
BSU37440	82	76	89	75	60	69
BSU37450	60	64	90	68	54	69
BSU37460	9830	5084	6091	8298	10578	7503
BSU37470	1827	1162	1112	1946	2474	2520
BSU37480	291	223	261	301	299	223
BSU37490	1683	1290	1318	1285	1364	982
BSU37500	2198	1721	1869	1454	1257	941
BSU37510	63	89	124	80	58	106
BSU37520	1477	1004	1209	1104	1163	985
BSU37530	1139	862	1083	823	868	675
BSU37540	1051	739	734	1188	1097	1164
BSU37550	242	199	237	250	232	226
BSU37560	84	112	118	79	61	81
BSU_misc_RNA_57	240	146	120	172	94	116
BSU_misc_RNA_58	491	291	239	326	215	253
BSU37570	313	307	355	286	250	214
BSU37580	77	73	124	77	59	49
BSU37590	1351	836	783	954	1052	925
BSU37600	3190	2319	2632	2303	2128	1787
BSU37610	257	199	274	178	163	166
BSU37620	71	47	43	33	47	51
BSU37630	1352	827	660	749	1115	738
BSU37640	1823	1281	1158	1384	1512	1180
BSU37650	913	606	639	579	925	624
BSU37660	7387	5024	5326	7149	7644	6297
BSU37670	2055	1588	1711	2723	2362	2368
BSU37680	1098	553	723	1122	914	851
BSU37690	1125	777	769	1073	1147	888
BSU37700	1032	643	713	774	1116	740
BSU37710	1555	1006	1104	1542	1740	1406
BSU37720	527	363	379	564	507	451
BSU37730	473	332	310	549	460	402
BSU37740	240	106	119	259	280	211
BSU37750	34	34	63	51	23	39
BSU37760	124	112	184	146	132	133
BSU37770	179	137	124	167	189	165
BSU37780	1475	1218	1107	1427	1540	1399
BSU37790	922	650	746	788	925	756
BSU37800	14459	8010	7428	13019	16873	17216
BSU37810	77	67	63	99	76	58
BSU37820	115	80	114	87	97	83
BSU37830	122	93	139	90	80	88
BSU37840	58	57	96	65	58	45
BSU37850	33	14	35	22	18	23
BSU37860	21	27	28	32	27	17
BSU37870	29	37	37	38	32	31
BSU37880	19	26	22	23	20	23
BSU37890	16	29	25	36	36	25
BSU37900	29	34	46	50	24	29
BSU37910	14	23	25	18	20	24
BSU37920	38	23	9	19	15	16
BSU37930	521	475	547	632	611	641
BSU37940	1035	900	974	810	864	699
BSU37950	217	186	190	197	163	189
BSU37960	426	426	385	434	376	364
BSU37970	878	717	633	774	793	646
BSU37980	932	768	740	754	783	565
BSU37990	140	96	105	83	79	90
BSU38000	344	251	309	283	261	282
BSU38018	287	186	203	221	150	139
BSU38020	2324	2075	1601	2213	1868	1740
BSU38030	194	150	163	208	205	258
BSU38040	1045	810	824	730	612	641
BSU38050	424	387	496	396	447	401
BSU38060	57	64	59	627	408	569
BSU38070	284	254	305	560	421	460
BSU38080	12	11	10	25	21	22
BSU38090	274	224	296	235	245	177
BSU38100	83	114	81	72	89	69
BSU38110	1287	965	901	1161	1236	1108
BSU38120	1002	526	711	590	864	678
BSU38130	280	98	99	157	264	216
BSU38140	5049	3707	4159	4587	4569	4615
BSU38150	7309	4175	5589	6726	8458	6444
BSU38160	20532	12241	18564	21563	23037	18197
BSU38170	8279	4472	6166	10313	10536	8831
BSU38180	13	15	14	20	54	89
BSU38190	1030	878	889	932	932	800
BSU38200	614	449	478	575	473	441
BSU38210	107	64	80	83	133	121
BSU38220	186	99	165	171	190	189
BSU38229	195	84	129	171	211	213
BSU38230	72	49	32	63	70	72
BSU38240	214	188	277	165	163	166
BSU38250	711	468	489	529	421	422
BSU38260	12121	8993	8662	10339	9952	7711
BSU38270	9243	6300	6687	7362	7840	5867
BSU38280	4316	3032	3559	3583	3231	2890
BSU38290	1087	797	994	911	842	615
BSU38300	1169	943	1125	1007	935	829
BSU38310	958	920	939	907	697	709
BSU38320	1660	967	1209	1045	1006	1012
BSU38330	3920	3480	3381	3075	2248	2813
BSU38340	1275	729	820	1035	1166	1016
BSU38350	216	171	169	256	208	202
BSU38360	1475	1058	1160	1307	1065	891
BSU38370	1218	926	1061	1272	1066	1177
BSU38380	193	135	182	161	201	171
BSU38390	88	145	121	117	97	119
BSU38400	11368	8558	7388	11850	9561	8794
BSU38410	497	337	368	322	330	277
BSU38420	299	182	174	223	279	228
BSU38430	94	81	74	99	200	634
BSU38440	37	29	32	35	32	31
BSU38450	333	324	227	321	238	216
BSU_misc_RNA_59	113	143	118	129	105	100
BSU38460	72	57	87	96	66	83
BSU38470	76	67	65	69	66	60
BSU38480	160	63	104	98	154	136
BSU38490	3017	2673	2701	2468	2519	2192
BSU38499	540	286	499	343	572	414
BSU38500	11902	7966	9905	8843	9710	7400
BSU38510	8214	4276	6444	5696	7283	4966
BSU38520	1458	610	874	911	1660	1170
BSU38530	8961	6098	7757	6712	7609	5572
BSU38540	7097	4347	4954	5643	6342	5012
BSU38550	6674	4386	4102	7175	6293	4854
BSU38560	165	188	142	156	137	133
BSU38570	17	14	14	13	19	16
BSU38580	83	86	75	60	65	66
BSU38590	11	11	19	13	17	18
BSU38600	822	571	552	650	616	578
BSU38610	38	35	11	50	21	54
BSU38620	118	86	96	102	75	67
BSU38630	35	34	48	32	30	56
BSU38640	394	289	353	301	247	207
BSU38650	233	187	209	178	140	117
BSU38660	156	111	135	131	91	102
BSU38670	28	13	20	17	15	19
BSU38680	21	26	27	24	28	32
BSU38690	27	31	23	13	33	30
BSU38700	83	69	67	82	67	51
BSU38710	681	403	515	308	202	218
BSU38720	113	117	92	125	117	85
BSU38730	128	189	288	467	181	329
BSU38740	76	91	116	1764	526	930
BSU38750	39	21	54	1853	758	1179
BSU38760	37	58	56	3705	2519	2754
BSU38770	477	370	409	548	606	471
BSU38780	1829	1279	1387	1470	1367	1118
BSU38790	693	545	576	708	584	813
BSU38800	1429	996	1152	1179	1022	869
BSU38810	728	811	700	647	840	750
BSU38820	362	229	256	239	286	254
BSU38830	80	111	72	87	76	85
BSU38840	413	257	356	318	412	291
BSU_misc_RNA_60	480	954	911	1136	683	1141
BSU38850	21667	13313	16765	18457	25019	21754
BSU38860	4715	3253	2823	4209	4018	3413
BSU38870	66	51	65	31	42	49
BSU38880	267	187	244	231	235	214
BSU38890	301	196	208	289	252	257
BSU38900	312	225	285	251	199	235
BSU38910	127	62	92	100	136	116
BSU38920	4051	3004	2706	4052	3663	3227
BSU38930	301	151	186	478	563	605
BSU38940	361	216	262	294	371	351
BSU_misc_RNA_61	876	890	876	1422	627	1022
BSU38950	740	638	578	800	712	663
BSU_misc_RNA_62	869	987	970	2115	910	1637
BSU38960	2115	1582	1540	2398	2200	1778
BSU38970	72	95	62	73	63	58
BSU38980	25	44	43	27	22	26
BSU38990	22	51	103	62	35	72
BSU39000	22	39	25	24	22	21
BSU39010	1087	734	650	806	624	640
BSU_misc_RNA_63	44	11	24	28	87	94
BSU39020	2878	2156	2451	2523	2457	1833
BSU39040	198	212	183	299	171	202
BSU39050	50	67	94	63	68	156
BSU39060	31	34	29	30	18	30
BSU39070	173	94	158	107	152	134
BSU39080	1061	701	650	1036	1101	957
BSU39090	449	313	327	390	375	326
BSU39100	723	634	541	702	646	613
BSU39110	3036	2106	2325	2563	2921	2520
BSU39120	1118	680	664	929	873	819
BSU39139	107	32	53	71	133	101
BSU39140	809	377	428	596	824	677
BSU39150	373	186	145	255	327	271
BSU39160	760	411	477	514	643	530
BSU39170	822	428	476	605	701	582
BSU39180	559	271	355	439	731	547
BSU39190	606	212	296	392	820	657
BSU39200	641	256	333	433	752	608
BSU39210	768	322	399	405	716	673
BSU39220	2655	1222	1810	1443	3523	2114
BSU39230	105298	56594	56351	83297	97776	82972
BSU39240	1023	607	661	960	978	793
BSU39250	890	690	679	1305	1186	1312
BSU39260	1353	937	1022	799	667	669
BSU39270	1685	1480	1657	1051	1011	738
BSU39280	297	106	111	180	391	332
BSU39290	177	83	167	67	161	97
BSU39300	1112	634	825	886	799	737
BSU39310	171	100	132	159	104	105
BSU39320	216	115	117	195	152	171
BSU39330	53	61	58	41	65	79
BSU39339	0	1	2	0	2	2
BSU39340	262	229	243	570	372	494
BSU39350	23	26	29	30	22	35
BSU39360	50	57	75	74	51	57
BSU39370	79	50	90	81	80	68
BSU39380	83	75	63	71	94	58
BSU39390	99	77	98	109	98	83
BSU39400	2790	2412	2058	2224	2293	1893
BSU39410	1771	1351	1658	1204	1596	1261
BSU39420	1743	1630	1616	1763	1722	1414
BSU39430	809	632	605	949	681	691
BSU39440	175	198	171	188	137	156
BSU39450	1281	1019	1370	1006	1033	823
BSU39460	1261	1189	1319	1159	1080	841
BSU39470	1711	1261	1544	1370	1311	1106
BSU39480	1054	578	853	666	671	571
BSU39490	801	490	511	489	613	534
BSU39500	914	569	749	536	614	462
BSU39510	440	341	421	254	266	198
BSU39520	1076	639	694	501	500	418
BSU39530	11	3	3	11	12	17
BSU39540	193	165	108	199	208	174
BSU39550	1765	1195	1459	1396	1315	1124
BSU39560	321	236	220	224	219	194
BSU39570	476	358	340	335	319	197
BSU39580	282	268	315	235	182	144
BSU39590	13	21	25	25	22	29
BSU39600	1241	783	1106	1251	1233	1147
BSU39610	24273	21191	20846	20700	21855	18351
BSU39620	271	161	141	124	218	178
BSU39630	526	352	414	274	279	248
BSU39640	72	55	87	74	68	44
BSU39650	675	513	577	542	473	430
BSU39660	326	289	308	258	275	195
BSU39670	155	104	66	129	93	103
BSU39680	89	86	70	91	100	86
BSU39690	118	110	99	126	111	114
BSU39700	130	227	327	199	112	212
BSU39710	144	109	159	103	104	101
BSU39720	102	94	96	100	84	83
BSU39730	161	181	193	190	156	186
BSU39740	93	73	74	94	84	96
BSU39750	94	63	119	77	75	77
BSU39760	220	231	217	228	188	224
BSU39770	418	264	293	341	386	365
BSU39780	1453	1193	1188	1304	1526	1221
BSU39790	495	413	366	460	506	488
BSU39800	313	161	175	284	392	331
BSU39810	85	107	89	109	195	543
BSU39820	12166	8086	7821	10509	12192	9504
BSU39830	239	100	127	264	339	337
BSU39840	40	44	44	35	44	49
BSU39850	320	287	269	269	263	243
BSU39860	503	286	271	350	340	333
BSU39870	406	225	335	451	442	470
BSU39880	2475	1266	1266	2147	3048	2241
BSU39890	1336	725	669	1434	1689	1264
BSU39900	270	94	66	224	372	240
BSU39910	545	181	190	353	727	455
BSU39920	1978	1011	1001	1365	2221	1523
BSU39930	868	334	404	506	1193	660
BSU39940	4266	2833	2837	4423	3796	3135
BSU39950	617	340	445	533	687	515
BSU39960	1124	574	686	1113	1448	1118
BSU39970	214	146	153	196	190	159
BSU39980	96	76	136	99	94	92
BSU39990	458	334	317	378	441	425
BSU40000	155	205	152	138	127	129
BSU40010	153	91	101	177	107	108
BSU40021	49	47	46	33	37	27
BSU40022	200	159	252	181	174	159
BSU40030	554	339	351	400	415	321
BSU40040	440	277	322	400	395	292
BSU40050	143	119	138	140	305	202
BSU40060	426	308	382	350	492	397
